question,answer
建立导弹结构的集中质量离散系统模型时，发动机一般处理为何种模型？ A.集中刚度  B.分支系统  C.集中质量  D.分布质量,C
在求解导弹结构振型和频率时可以忽略阻尼的原因是？ A.导弹结构中不存在阻尼  B.导弹结构自由振动方程中不存在阻尼项  C.阻尼不影响结构动响应  D.阻尼对结构的自振频率和振型的影响不大,D
下列说法不正确的是哪一项？ A.在各种设计情况下，导弹的基本固有频率应远离动载荷的频率  B.不要让弹体固有频率落在动力不稳定区域内  C.弹体结构固有频率若与控制系统频率接近，就可能导致控制发散  D.导弹的姿态敏感装置应装在基本频率对应振型的振型斜率较大的位置,D
“气动弹性力三角形”的三个顶点分别代表什么？ A.控制力、弹性力和惯性力  B.气动力、控制力和惯性力  C.弹性力、惯性力和气动力  D.气动力、弹性力和控制力,C
以下选项中不属于气动弹性动力学问题的是哪一项？ A.操纵反逆  B.颤振  C.阵风响应  D.抖振,A
导弹的主要动力是？ A.主翼产生的升力  B.发动机推力  C.弹翼产生的空气动力  D.主翼和其他弹翼产生的控制力与力矩,B
导弹的机动飞行主要依靠哪种方式实现？ A.主翼产生的升力  B.发动机推力  C.弹翼产生的空气动力  D.主翼和其他弹翼产生的控制力与力矩,D
梁式弹翼的主要纵向受力元件是？ A.蒙皮  B.桁条  C.翼梁  D.主接头,C
普通翼肋的间距一般为多少？ A.200~250mm  B.250~300mm  C.300~350mm  D.350~400mm,B
梁式结构常用于哪种展弦比的弹翼模型？ A.大  B.小  C.中等,B
单块式弹翼的剪力与扭矩分别主要由什么传递？ A.翼梁的腹板与闭合蒙皮  B.翼梁的腹板与骨架  C.纵墙的腹板与闭合蒙皮  D.纵墙的腹板与骨架,C
夹层结构式弹翼采用夹层板作为承力元件主要为了提高哪种能力？ A.抗弯能力  B.抗扭能力  C.抗拉压能力  D.抗剪切能力,C
力的转化是指力由结构的一部分传给另一部分时，力在哪个方面发生变化？ A.形式  B.大小  C.方向  D.作用点,A
翼肋上的力主要传递给哪些结构？ A.翼梁与辅助梁  B.翼梁与蒙皮  C.蒙皮与辅助梁  D.蒙皮、翼梁与辅助梁,D
加强肋常用来主要承受哪种载荷？ A.分布力  B.分布力偶  C.集中力  D.集中力偶,C
翼梁截面形状设计时，应使其具有最大的哪项？ A.横截面积  B.惯性矩  C.静矩  D.抗弯截面系数,D
钣弯型材常被用作承受哪种应力的桁条上？ A.局部弯曲  B.正应力  C.剪应力  D.作用点,A
以下项目中，不属于弹身主要功用的是哪项？ A.产生升力  B.装载有效载荷  C.承受载荷  D.连接弹翼与发动机,A
弹身的主要内力包括哪些？ A.弯矩  B.剪力与弯矩  C.轴力与弯矩  D.轴力、剪力与弯矩,D
横向载荷在梁式结构舱段内引起的弯矩和剪力分别主要由哪些部分承担？ A.纵梁与隔框  B.桁条与蒙皮  C.纵梁与蒙皮  D.桁条与隔框,C
梁式结构舱段中，承受舱段端部纵向集中力的纵梁截面是什么形状？ A.等截面  B.前面粗后面细  C.前面细后面粗  D.两端粗中间细,B
对中小型开口一般采用何种补偿措施？ A.采用受力式口盖  B.在开口周围采用加强口框  C.不予补偿  D.增大蒙皮厚度,B
桁条式半硬壳式弹身的桁条和蒙皮的破坏形式分别是什么？ A.受拉破坏与受压失稳破坏  B.受压失稳或受拉破坏与受压失稳破坏  C.受压失稳破坏与剪切破坏  D.受压失稳或受拉破坏与剪切破坏,D
加强框在承受面内切向集中力时，蒙皮提供怎样的平衡剪流？ A.均匀  B.线性  C.按正弦规律  D.按抛物线规律,C
梁式结构舱段中，纵梁长度一般以什么为宜？ A.集中力扩散到弹身蒙皮受力均匀时  B.等于舱段长度  C.等于舱段长度一半  D.等于舱段长度三分之二,A
铆缝的密封属于哪种类型？ A.缝外密封  B.缝内密封  C.混合密封,B
游动锥形螺母连接属于哪种舱段连接形式？ A.套接  B.盘式连接  C.螺纹连接  D.外卡块式连接,A
斜向盘式连接的连接螺栓相对于弹身轴线的倾斜角一般为多少？ A.10°~20°  B.10°~15°  C.15°~25°  D.15°~20°,D
光滑配合面a是用来控制哪种偏差？ A.弯折  B.错移  C.扭转  D.弯折与错移,B
操纵机构指的是导弹控制系统中从哪到哪的一套机构传动装置？ A.舵机到弹体  B.舵机到操纵面转轴  C.弹体到操纵面转轴  D.操纵面转轴到弹体,B
操纵机构的非线性传动关系会导致什么结果？ A.大于  B.等于  C.小于  D.都可能,C
操纵机构要平衡或克服的负载力矩不包括哪项？ A.舵机力矩  B.铰链力矩  C.摩擦力矩  D.惯性力矩,A
以下关于冷气操纵系统的描述，哪项不正确？ A.冷气压力驱动  B.质量大  C.功率小  D.抗反操纵能力差,B
以下关于液压操纵系统的描述，哪项不正确？ A.体积大  B.易受温度影响  C.功率大  D.抗反操纵能力强,A
在排泄式燃气舵机操纵系统中，燃气分配主要依靠什么？ A.气缸  B.燃气发生器  C.活塞  D.配气室,D
图示操纵机构属于哪种类型？ A.同向操纵机构  B.反向操纵机构  C.复合操纵机构,A
在机构运动学仿真时可选用哪种软件？ A.NASTRAN  B.ANSYSY  C.MARC  D.ADAMS,D
机构各运动元件之间的间隙一般不小于多少？ A.0.5~1mm  B.1~2mm  C.2~3mm  D.3~4mm,C
分离机构的主要功用包括哪些？ A.连接、解锁与分离  B.解锁与分离  C.连接与分离  D.分离,A
哪种连接与分离机构同时具有连接刚度大、连接可靠、气动外形好的优点？ A.锁钩机构  B.轴向直连式机构  C.外卡环式机构  D.后环式分离机构,B
以下哪些属于横向分离机构？ A.后环式分离机构、支座式分离机构、悬挂式分离机构、卡环式分离机构  B.后环式分离机构、外卡环式机构、悬挂式分离机构、悬挂-卡环式分离机构  C.后环式分离机构、支座式分离机构、悬挂式分离机构、锁钩机构  D.后环式分离机构、支座式分离机构、悬挂式分离机构、悬挂-卡环式分离机构,D
分离机构连接计算的主要目的是使对接面满足哪些设计要求？ A.连接刚度和连接强度  B.连接紧度和连接刚度  C.连接紧度和连接强度  D.连接刚度、连接紧度和连接强度,C
材料的力学性能参数中，表征材料刚度的量是？ A.弹性模量  B.比例极限  C.屈服极限  D.强度极限,A
在何种情况下，根据比强度和比刚度选材与采用材料性能指数选材相同？ A.简单拉压  B.纯弯曲  C.扭转  D.剪切,A
在平行于裂纹前缘的剪应力作用下，裂纹属于哪种类型？ A.张开型裂纹  B.滑移型裂纹  C.撕开型裂纹,C
以下弹体常用的金属材料中，属于黑色金属的是？ A.铝合金  B.镁合金  C.钛合金  D.合金钢,D
铝合金的主要特点是？ A.比强度较高、工艺性能好、具抗腐蚀性、工作温度高  B.比强度较低、工艺性能差、具抗腐蚀性、工作温度低  C.比强度较高、工艺性能好、具抗腐蚀性、工作温度低  D.比强度较低、工艺性能差、具抗腐蚀性、工作温度高,C
导弹结构中的紧固件一般选用哪种材料？ A.铝合金  B.镁合金  C.钛合金  D.合金钢,D
碳/碳复合材料的主要优点是？ A.耐烧蚀、抗热震、耐高温、强度高、质量轻  B.耐烧蚀、抗热震、耐高温、强度高、塑性好  C.耐烧蚀、抗热震、强度高、刚度高、塑性好  D.耐烧蚀、抗热震、耐高温、强度高、刚度高,A
航天器主要在（请填写）的作用下完成轨道运动。 A.推力  B.引力  C.空气动力  D.重力,B
导弹研制的论证阶段主要是在 内组织进行的。 A.研制部门  B.设计部门  C.生产部门  D.使用部门,D
导弹结构系统研制的方案阶段工作流程为。 A.方案设计→方案分析与比较→提出方案论证报告和原理样机→方案评审  B.方案分析与比较→方案设计→提出方案论证报告和原理样机→方案评审  C.方案设计→提出方案论证报告和原理样机→方案分析与比较→方案评审  D.方案分析与比较→提出方案论证报告和原理样机→方案设计→方案评审,A
已知载荷下的结构响应不包括。 A.应力  B.临界载荷  C.应变  D.加速度,B
决定导弹全寿命周期主要费用的是。 A.概念设计与方案论证阶段  B.全面研制阶段  C.生产阶段  D.使用与保障阶段,A
"导弹放置在发射台上时,过载系数为。 A.0  B.-1  C.9.8  D.1",D
导弹载荷计算的目的是得到导弹在各种设计情况下的。 A.应力  B.外力  C.内力  D.气动力,C
导弹静载荷计算的基本步骤为①推荐最严重的设计情况;②计算导弹各部件上作用力和分布规律;③求出弹体各截面的载荷(内力);④选择载荷设计情况。 A.①→③→②→④  B.①→②→③→④  C.④→②→③→①  D.④→③→②→①,C
导弹弹道的最大推力点是。 A.飞行中纵向过载最大点  B.飞行中法向过载最大点  C.速压最大点  D.升力最大点,A
导弹的发动机噪声属于。 A.静载荷  B.瞬态载荷  C.周期载荷  D.随机载荷,D
振型叠加法主要利用了。 A.频率的有序性  B.特征值的隔离定理  C.振型的正交性  D.频率与振型的对应性,C
"实际结构中常用的翼梁截面形状中,相对抗弯截面系数最大的是。 A.工字形  B.圆环形  C.矩形  D.T字形",A
"梁式结构的弹身中,梁主要承受。 A.集中力  B.集中力偶  C.轴向分布力  D.横向分布力",A
横向载荷在梁式结构舱段内引起的弯矩和剪力分别主要由 ________ 承担。 A.纵梁和纵梁  B.纵梁和蒙皮  C.蒙皮和纵梁  D.蒙皮和蒙皮,B
用于弹身设备安装的整体式支架的主要优点是。 A.机械加工量小  B.刚度大  C.重量轻  D.强度高,B
外卡块式连接的扭矩主要靠 ________ 传递。 A.卡块  B.绑带  C.定位销  D.端框间摩擦,C
纵向分离机构的优点是。 A.连接刚度高  B.气动阻力小  C.所受载荷小  D.便于分离,B
